"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"76","December 03, 1922",NA,"Fez, Morocco","Grands Express Aeriens",NA,"Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat","Breguet 14","F-ALNA","14","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"While flying in foggy conditions the pilot reduced altitude and crashed into a hill.",1922-12-03,NA,1,0,1,1,0,1,"Fez, Morocco",34.059766,-4.9653138
"77","January 10, 1923",NA,"Ajaccio, France","Amee de l'Air",NA,NA,"Lioré-et-Olivier H-13","F-AEIB","4","4 (passengers:2 crew:2)","3 (passengers:1 crew:2)",0,"The plane crashed mid-air due to a structural failure of the tail.",1923-01-10,NA,4,2,2,3,1,2,"Ajaccio, France",41.919352558,8.739126692
"78","January 17, 1923",NA,"Barcelona, Spain","Grands Express Aeriens",NA,NA,"Breguet 14","F-ALJU","6083-130","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed into a mountain during a snowstorm.",1923-01-17,NA,1,0,1,1,0,1,"Barcelona, Spain",41.387917,2.1699187
"79","January 18, 1923",NA,"Cheyenne, Wyoming","US Aerial Mail Service",NA,NA,"De Havilland DH-4","223",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed during a mail flight.",1923-01-18,NA,1,0,1,1,0,1,"Cheyenne, Wyoming",41.14024,-104.818802
"80","February 26, 1923",NA,"Meadville, Pennsylvania","US Aerial Mail Service",NA,NA,"De Havilland DH-4","291",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"The pilot lost control of the aircraft while on approach in poor weather conditions.",1923-02-26,NA,1,0,1,1,0,1,"Meadville, Pennsylvania",41.646103,-80.1471538
"81","May 14, 1923","1342.0","Near Amiens, Picrdie, France","Grands Express Aeriens (Air Union)",NA,"Paris - London","Farman F-60 Goliath","F-AEBY","15","6 (passengers:4 crew:2)","6 (passengers:4 crew:2)",0,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette.",1923-05-14,13:42:00,6,4,2,6,4,2,"Amiens, Picrdie, France",49.894329885,2.295704159
"82","August 27, 1923","1730.0","East Mallling, United Kingdom","Air Union",NA,"Paris - Berck-sur-Mer - Croydon","Farman F.60 Goliath","F-AECB","4","11 (passengers:9 crew:2)","1 (passengers:1 crew:0)",0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",1923-08-27,17:30:00,11,9,2,1,1,0,"East Mallling, United Kingdom",51.287567031,0.439001241
"83","August 27, 1923",NA,"Bucharest, Romania","Campagnie France Roumaine",NA,NA,"Blériot Spad 46","F-AEGN","28","2 (passengers:1 crew:1)","2 (passengers:1 crew:1)",0,"Crashed while on approach to Bucharesst.",1923-08-27,NA,2,1,1,2,1,1,"Bucharest, Romania",44.4355816,26.1022199
"84","September 07, 1923",NA,"Colton, Ohio","US Aerial Mail Service",NA,NA,"De Havilland DH-4","283",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed during an emergency landing attempt.",1923-09-07,NA,1,0,1,1,0,1,"Colton, Ohio",41.46419,-83.952553
"85","September 14, 1923","c 18:00","Near Ivinghoe, Buckinghamshire, England","Daimler Airways",NA,"Croydon - Manchester","de Havilland DH-34","G-EBBS","29","5 (passengers:3 crew:2)","5 (passengers:3 crew:2)",0,"Crashed while attempting a forced landing after encountering heavy rain.",1923-09-14,18:00:00,5,3,2,5,3,2,"Ivinghoe, Buckinghamshire, England",51.836607523,-0.628678505
"86","November 18, 1923",NA,"Russia","CCCP",NA,NA,"Junkers F-13","D-257",NA,"5 (passengers:2 crew:3)","3 (passengers:1 crew:2)",0,"Crashed during a training flight.",1923-11-18,NA,5,2,3,3,1,2,"Russia",61.989526183,96.805371534
"87","December 06, 1923",NA,"Castalia, Ohio","US Aerial Mail Service",NA,NA,"De Havilland DH-4","318",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed under unknown circumstances.",1923-12-06,NA,1,0,1,1,0,1,"Castalia, Ohio",41.400879,-82.808552
"88","December 23, 1923","c 02:30","Over the Mediterranean Sea","Military - French Navy",NA,"Toulon - Algiers","Zeppelin Dixmunde (airship)","L-72",NA,"52 (passengers:? crew:?)","52 (passengers:? crew:?)",0,"Crashed while on a flight from Toulon, France to Algiers, Algeria. The last known radio contact reported the ship nearly out of fuel and battling strong winds. Struck by lightning.",1923-12-23,02:30:00,52,NA,NA,52,NA,NA,"the Mediterranean Sea",33.641890991476,29.760346612007
"89","December 24, 1923",NA,"Egbert, WY","US Aerial Mail Service",NA,NA,"De Havilland DH-4","315",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed into a montain in poor weather conditions.",1923-12-24,NA,1,0,1,1,0,1,"Egbert, WY",41.170846,-104.256904
"90","March 07, 1924",NA,"Grampian, Pennsylvania","US Aerial Mail Service",NA,NA,"De Havilland DH-4","327",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed during a snowstorm.",1924-03-07,NA,1,0,1,1,0,1,"Grampian, Pennsylvania",40.9647327,-78.611014
"91","April 24, 1924",NA,"Over the English Channel","KLM Royal Dutch Airlines",NA,"Lympne, England - Rotterdam, The Netherlands","Fokker F.III","H-NABS","1535","3 (passengers:2 crew:1)","3 (passengers:2 crew:1)",0,"The aircraft disappeared over the North Sea. The plane and passengers were never found.",1924-04-24,NA,3,2,1,3,2,1,"the English Channel",38.2712021,15.6360519
"92","June 08, 1924",NA,"Barranquilla, Colombia","SCADTA",NA,"Barranquilla - Bogota","Junkers F-13","A16","684","5 (passengers:3 crew:2)","5 (passengers:3 crew:2)",0,"Stalled after taking off and crashed into houses..",1924-06-08,NA,5,3,2,5,3,2,"Barranquilla, Colombia",10.961041,-74.8009587
"93","August 01, 1924",NA,"United States","US Aerial Mail Service",NA,NA,"De Havilland DH-4","297",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",1924-08-01,NA,1,0,1,1,0,1,"United States",39.398703156,-99.41461919
"94","November 06, 1924",NA,"Cabrerolles, France","Grands Express Aeriens",NA,NA,"Breguet 14","F-AFBD",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"While en route the pilot encountered thunderstorms, lost control and crashed.",1924-11-06,NA,1,0,1,1,0,1,"Cabrerolles, France",43.5456,3.1256
"95","December 21, 1924",NA,"Goshen, Indiana","US Aerial Mail Service",NA,NA,"De Havilland DH-4","311",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",1924-12-21,NA,1,0,1,1,0,1,"Goshen, Indiana",41.581218,-85.834392
"96","December 24, 1924","c 12:00","Purley, England","Imperial Airways",NA,"London - Paris","de Havilland DH-34B","G-EBBX","36","8 (passengers:7 crew:1)","8 (passengers:7 crew:1)",0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",1924-12-24,12:00:00,8,7,1,8,7,1,"Purley, England",51.33678,-0.11201
"97","March 22, 1925",NA,"Near Tiflis, Georgia, USSR","Zakavia",NA,"Tiflis - Suchumi","Junkers F-13","R-RECA","590","5 (passengers:3 crew:2)","5 (passengers:3 crew:2)",0,"Shortly after take off the plane went out of control and crashed in flames.",1925-03-22,NA,5,3,2,5,3,2,"Tilis, Georgia, USSR",41.69411,44.83368
"98","April 25, 1925",NA,"Alicante, Spain","Grands Express Aeriens",NA,"Alicante - Barcelona - Toulouse","Breguet 14","F-AFBB","202","3 (passengers:1 crew:2)","3 (passengers:1 crew:2)",0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",1925-04-25,NA,3,1,2,3,1,2,"Alicante, Spain",38.34521,-0.4809945
"99","June 25, 1925",NA,"Landrécies, France","KLM Royal Dutch Airlines",NA,"Amsterdam - Paris","Fokker (KLM) F.III","H-NABM","1502","4 (passengers:3 crew:1)","4 (passengers:3 crew:1)",0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight.",1925-06-25,NA,4,3,1,4,3,1,"Landrécies, France",50.125245604,3.691612762
"100","June 26, 1925",NA,"Alicante, Spain","Grands Express Aeriens",NA,"Oran - Alicante","Lioré-et-Olivier LeO H-13","F-FREM",NA,"2 (passengers:0 crew:2)","2 (passengers:0 crew:2)",0,"While attempting to land the seaplane hit a lightning mast and crashed.",1925-06-26,NA,2,0,2,2,0,2,"Alicante, Spain",38.34521,-0.4809945
"101","July 20, 1925",NA,"Rosas, Spain","Lignes Aeriennes Latecoere",NA,"Toulouse - Barcelona","Breguet 14","F-AFBI","209","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed in unknown circumstance.",1925-07-20,NA,1,0,1,1,0,1,"Rosas, Spain",38.9439679,-1.7277568
"102","July 24, 1925",NA,"Budapest, Hungary","CIDNA",NA,NA,"Potez IX",NA,NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed while attempting to land 10 km from the airport",1925-07-24,NA,1,0,1,1,0,1,"Budapest, Hungary",47.4981441,19.0405528
"103","September 03, 1925","530","Caldwell, Ohio","Military - U.S. Navy",NA,"Lakehurst, NJ - S.t Louis, MO","Dirigible ZR-1 Shenandoah (airship)","ZR-1",NA,"43 (passengers:0 crew:43)","14 (passengers:0 crew:14)",0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart.",1925-09-03,05:30:00,43,0,43,14,0,14,"Caldwell, Ohio",39.74775,-81.516709
"104","September 07, 1925",NA,"Toul, France","CIDNA",NA,NA,"Spad 33",NA,NA,"? (passengers:? crew:?)","? (passengers:? crew:?)",NA,NA,1925-09-07,NA,NA,NA,NA,NA,NA,NA,"Toul, France",48.676058268,5.894362599
"105","October 01, 1925",NA,"Mt. Nittany, Ohio","US Aerial Mail Service",NA,"New York - San Francisco","De Havilland DH-4","385",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed into a wooded area on Mt. Nittany in fog and low visibility.",1925-10-01,NA,1,0,1,1,0,1,"Mt. Nittany, Ohio",40.413056799,-82.711215186
"106","November 14, 1925",NA,"Nouadhibou, Mauritania","Lignes Aeriennes Latecoere",NA,NA,"Breguet 14","F-AEGZ","168","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"The pilot suffered sunstroke lost control of the plane and crashed.",1925-11-14,NA,1,0,1,1,0,1,"Nouadhibou, Mauritania",20.9366465,-17.0399205
"107","November 14, 1925",NA,"Off Boulogne-sur-Mer, France","Air Union",NA,NA,"Farman F-60 Goliath","F-FHMY",NA,"2 (passengers:? crew:?)","2 (passengers:? crew:?)",0,NA,1925-11-14,NA,2,NA,NA,2,NA,NA,"Boulogne-sur-Mer, France",50.725135246,1.61335354
"108","February 12, 1926",NA,"Montpelier, Ohio","US Aerial Mail Service",NA,NA,"Curtiss Carrier Pigeon","602",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"While the mail plane was flying at a low altitude, the aircraft hit trees and crashed in a wooded area.",1926-02-12,NA,1,0,1,1,0,1,"Montpelier, Ohio",41.583715,-84.607098
"109","March 08, 1926",NA,"Staaken, Germany","Deutche Lufthansa",NA,NA,"Junkers F-13","D-290 D-290","665","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"While in a training filight the aircraft stalled and crashed while attempting to land.",1926-03-08,NA,1,0,1,1,0,1,"Staaken, Germany",52.53661,13.15057
"110","May 31, 1926",NA,"English Channel","Air Union",NA,"Paris - Cryodon","Breguet 14","F-ADAI","1908","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"The mail plane crashed into the English Channel and was never found.",1926-05-31,NA,1,0,1,1,0,1,"English Channel",50,-1
"111","July 03, 1926",NA,"Rossaugpt, Czechoslovakia","Compagnie Internationale de Navigation Aérienne",NA,"Paris - Prague - Budapest","Caudron C-61","F-AFBT","5307","6 (passengers:4 crew:2)","6 (passengers:4 crew:2)",0,"Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.",1926-07-03,NA,6,4,2,6,4,2,"Rossaugpt, Czechoslovakia",NA,NA
"112","July 09, 1926","930","Wolvertem, Belgium","KLM Royal Dutch Airlines",NA,"Amsterdam - Rotterdam - Brussels - Paris","Fokker F7","H-NACC","4759","2 (passengers:1 crew:1)","2 (passengers:1 crew:1)",0,"Crashed into the ground while descending in poor weather.",1926-07-09,09:30:00,2,1,1,2,1,1,"Woltem, Belgium",50.8687525,4.24445
"113","July 24, 1926",NA,"Juist, Germany","Deutsche Lufthansa",NA,NA,"Junkers F-13","D-272","660","5 (passengers:4 crew:1)","5 (passengers:4 crew:1)",0,"Crashed under weather related.circumstances.",1926-07-24,NA,5,4,1,5,4,1,"Juist, Germany",53.678346999,6.995327999
"114","August 18, 1926",NA,"Hurst, Kent, England","Air Union",NA,"Lebourget, France - Croydon, England","Bleriot 155","F-AIEB","2","15 (passengers:13 crew:2)","3 (passengers:2 crew:1)",0,"The plane made a forced landing at Romney Marsh in heavy fog. Engine failure. The pilot initally survived but died a day later.",1926-08-18,NA,15,13,2,3,2,1,"Hurst, Kent, England",51.201829079361,0.763799651449
"115","September 26, 1926",NA,"New York, New York",NA,NA,"New York - Paris","Sikorsky S-25",NA,NA,"5 (passengers:4 crew:1)","2 (passengers:2 crew:0)",0,"Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.",1926-09-26,NA,5,4,1,2,2,0,"New York, New York",40.7130466,-74.0072301
"116","October 02, 1926","1527","Leigh, Kent, Unied Kingdom","Air Union",NA,"Paris - London","Bleriot 155","F- AICQ","1","7 (passengers:5 crew:2)","7 (passengers:5 crew:2)",0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",1926-10-02,15:27:00,7,5,2,7,5,2,"Leigh, Kent, Unied Kingdom",51.197305032,0.216238849
"117","October 08, 1926",NA,"Bueren, Germany","Deutsche Lufthansa",NA,NA,"Fokker FG III","D-468","1554","4 (passengers:3 crew:1)","4 (passengers:3 crew:1)",0,"Weather related.",1926-10-08,NA,4,3,1,4,3,1,"Bueren, Germany",51.554934999,8.559695999
"118","October 21, 1926","c 13:15","English Channel","Imperial Airways",NA,"Croydon - Paris","Handley Page W-10","G-EBMS","W10/3","12 (passengers:10 crew:2)","0 (passengers:0 crew:0)",0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",1926-10-21,13:15:00,12,10,2,0,0,0,"English Channel",50,-1
"119","November 11, 1926","800","Cape Bojador, Morocco","Grands Express Aeriens",NA,"Casablanca -Dakar","Breguet 14","F-AFAX","198","3 (passengers:3 crew:0)","3 (passengers:3 crew:0)",0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",1926-11-11,08:00:00,3,3,0,3,3,0,"Cape Bojador, Morocco",26.12639,-14.50049
"120","December 16, 1926",NA,"Medford, Oregon","Pacific Air Transport",NA,NA,"Ryan M-1","2",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"The postal plane crashed into a mountain slope in foggy conditions.",1926-12-16,NA,1,0,1,1,0,1,"Medord, Oregon",42.326543,-122.872185
"121","January 12, 1927",NA,"Estaires, France","Fokker",NA,"Delivery flight","Fokker F-VII","G-EBPL","4938","0 (passengers:0 crew:2)","0 (passengers:0 crew:2)",0,"The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.",1927-01-12,NA,0,0,2,0,0,2,"Estaires, France",50.644452491,2.721912045
"122","March 20, 1927",NA,"Rabat, Morocco","Grands Express Aeriens",NA,"Casablanca - Oran","Breguet 14","F-ALRA",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Unknown.",1927-03-20,NA,1,0,1,1,0,1,"Rabat, Morocco",34.0219907,-6.837616
"123","March 24, 1927",NA,"Tambo, Qld, Australia","Qantas",NA,"Charleville - Tambo - Blackall","de Havilland DH-9C","G-AUED","86","3 (passengers:2 crew:1)","3 (passengers:2 crew:1)",0,"While attempting to land, the engine failed, the aircraft stalled and crashed.",1927-03-24,NA,3,2,1,3,2,1,"Tambo, Qld, Australia",-24.8822223,146.2587662
"124","April 15, 1927",NA,"King Hill, Idaho","Varney Air Lines",NA,NA,"Swallow Swallow",NA,"A28","1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.",1927-04-15,NA,1,0,1,1,0,1,"King Hill, Idaho",43.003147,-115.206989
"125","April 22, 1927",NA,"Floh, Germany","Deutsche Lufthansa",NA,"Charleville - Tambo - Blackall","Fokker FG III","D-729","1567","2 (passengers:1 crew:1)","2 (passengers:1 crew:1)",0,"Crashed following engine failure.",1927-04-22,NA,2,1,1,2,1,1,"Floh, Germany",50.754222703,10.480412154
"126","April 22, 1927",NA,"Goshen, Indiana","US Aerial Mail Service",NA,NA,"Douglas M-4","626",NA,"1 (passengers:0 crew:1)","1 (passengers:0 crew:1)",0,"Crashed into a field during a snow storm.",1927-04-22,NA,1,0,1,1,0,1,"Goshen, Indiana",41.581218,-85.834392
